,latitude,longitude,amt,bea,block_fips,block_pop_2015,bta,cma,county_fips,county_name,eag,ivm,latitude,longitude,mea,mta,pea,rea,rpc,state_code,state_fips,state_name,vpc
318,34.3,-117.3,AMT006,BEA160,060710108021205,0.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.3,-117.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
319,34.3,-117.2,AMT006,BEA160,060710109021018,0.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.3,-117.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
320,34.3,-117.0,AMT006,BEA160,060710113001030,1.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.3,-117.0,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
321,34.3,-116.9,AMT006,BEA160,060710113002024,1.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.3,-116.9,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
322,34.3,-116.8,AMT006,BEA160,060710114041021,11.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.3,-116.8,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
323,34.4,-119.9,AMT006,BEA160,060839900000019,0.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.4,-119.9,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
324,34.4,-119.8,AMT006,BEA160,060839900000032,0.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.4,-119.8,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
325,34.4,-119.7,AMT006,BEA160,060830012082002,0.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.4,-119.7,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
326,34.4,-119.6,AMT006,BEA160,060839900000052,0.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.4,-119.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
327,34.4,-119.5,AMT006,BEA160,060830016013000,75.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.4,-119.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
328,34.4,-119.3,AMT006,BEA160,061110011012000,15.0,BTA262,CMA073,06111,Ventura,EAG006,IVM073,34.4,-119.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
329,34.4,-119.2,AMT006,BEA160,061110012041008,1051.0,BTA262,CMA073,06111,Ventura,EAG006,IVM073,34.4,-119.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
330,34.4,-119.1,AMT006,BEA160,061110008004021,15.0,BTA262,CMA073,06111,Ventura,EAG006,IVM073,34.4,-119.1,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
331,34.4,-119.0,AMT006,BEA160,061110003041060,14.0,BTA262,CMA073,06111,Ventura,EAG006,IVM073,34.4,-119.0,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
332,34.4,-118.9,AMT006,BEA160,061110003021026,0.0,BTA262,CMA073,06111,Ventura,EAG006,IVM073,34.4,-118.9,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
333,34.4,-118.8,AMT006,BEA160,061110002002041,21.0,BTA262,CMA073,06111,Ventura,EAG006,IVM073,34.4,-118.8,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
334,34.4,-118.7,AMT006,BEA160,061110002001119,5.0,BTA262,CMA073,06111,Ventura,EAG006,IVM073,34.4,-118.7,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
335,34.4,-118.6,AMT006,BEA160,060379203391054,3244.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.4,-118.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
336,34.4,-118.5,AMT006,BEA160,060379200314000,807.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.4,-118.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
337,34.4,-118.4,AMT006,BEA160,060379108091024,33.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.4,-118.4,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
338,34.4,-118.3,AMT006,BEA160,060379108111058,10.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.4,-118.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
339,34.4,-118.1,AMT006,BEA160,060379108111025,145.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.4,-118.1,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
340,34.4,-117.8,AMT006,BEA160,060379303012016,5.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.4,-117.8,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
341,34.4,-117.6,AMT006,BEA160,060710091071059,842.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.4,-117.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
342,34.4,-117.5,AMT006,BEA160,060710091093070,38.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.4,-117.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
343,34.4,-117.4,AMT006,BEA160,060710100172157,4.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.4,-117.4,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
344,34.4,-117.3,AMT006,BEA160,060710100201012,60.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.4,-117.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
345,34.4,-117.2,AMT006,BEA160,060710097083201,20.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.4,-117.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
346,34.4,-117.1,AMT006,BEA160,060710097083011,11.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.4,-117.1,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
347,34.4,-116.9,AMT006,BEA160,060710121031073,53.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.4,-116.9,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
348,34.4,-116.5,AMT006,BEA160,060710104241256,16.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.4,-116.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
349,34.4,-116.1,AMT006,BEA160,060710104021107,0.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.4,-116.1,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
350,34.4,-114.5,AMT006,BEA160,060710251002080,5.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.4,-114.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
351,34.5,-120.4,AMT006,BEA160,060830031021195,0.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.5,-120.4,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
352,34.5,-120.0,AMT006,BEA160,060830029321000,44.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.5,-120.0,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
353,34.5,-119.8,AMT006,BEA160,060830001032003,197.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.5,-119.8,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
354,34.5,-119.7,AMT006,BEA160,060830018001456,0.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.5,-119.7,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
355,34.5,-119.5,AMT006,BEA160,060830018001492,0.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.5,-119.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
356,34.5,-119.3,AMT006,BEA160,061110001001144,60.0,BTA262,CMA073,06111,Ventura,EAG006,IVM073,34.5,-119.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
357,34.5,-119.2,AMT006,BEA160,061110009033009,0.0,BTA262,CMA073,06111,Ventura,EAG006,IVM073,34.5,-119.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
358,34.5,-119.1,AMT006,BEA160,061110009033000,3.0,BTA262,CMA073,06111,Ventura,EAG006,IVM073,34.5,-119.1,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
359,34.5,-118.7,AMT006,BEA160,060379201041019,15.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.5,-118.7,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
360,34.5,-118.6,AMT006,BEA160,060379201021028,3.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.5,-118.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
361,34.5,-118.5,AMT006,BEA160,060379200111011,2.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.5,-118.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
362,34.5,-118.4,AMT006,BEA160,060379200111047,0.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.5,-118.4,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
363,34.5,-118.3,AMT006,BEA160,060379108131035,186.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.5,-118.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
364,34.5,-118.2,AMT006,BEA160,060379108041009,725.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.5,-118.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
365,34.5,-118.1,AMT006,BEA160,060379108121042,0.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.5,-118.1,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
366,34.5,-118.0,AMT006,BEA160,060379110013063,23.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.5,-118.0,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
367,34.5,-117.9,AMT006,BEA160,060379110011140,2.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.5,-117.9,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
368,34.5,-117.5,AMT006,BEA160,060710091081054,23.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.5,-117.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
369,34.5,-117.4,AMT006,BEA160,060710091183002,0.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.5,-117.4,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
370,34.5,-117.3,AMT006,BEA160,060710100261020,77.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.5,-117.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
371,34.5,-117.2,AMT006,BEA160,060710097101003,460.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.5,-117.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
372,34.5,-117.1,AMT006,BEA160,060710121042101,113.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.5,-117.1,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
373,34.5,-116.9,AMT006,BEA160,060710121041573,8.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.5,-116.9,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
374,34.5,-116.7,AMT006,BEA160,060710104241057,7.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.5,-116.7,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
375,34.6,-120.5,AMT006,BEA160,060830031021099,193.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.6,-120.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
376,34.6,-120.4,AMT006,BEA160,060830031021052,15.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.6,-120.4,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
377,34.6,-120.2,AMT006,BEA160,060830031021003,95.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.6,-120.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
378,34.6,-120.1,AMT006,BEA160,060830019065029,106.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.6,-120.1,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
379,34.6,-119.1,AMT006,BEA160,061110001001128,7.0,BTA262,CMA073,06111,Ventura,EAG006,IVM073,34.6,-119.1,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
380,34.6,-118.6,AMT006,BEA160,060379201023126,1.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.6,-118.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
381,34.6,-118.4,AMT006,BEA160,060379200121052,4.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.6,-118.4,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
382,34.6,-118.3,AMT006,BEA160,060379012131083,942.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.6,-118.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
383,34.6,-118.2,AMT006,BEA160,060379102061001,28.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.6,-118.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
384,34.6,-118.1,AMT006,BEA160,060379101011048,1.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.6,-118.1,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
385,34.6,-118.0,AMT006,BEA160,060379101011025,5.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.6,-118.0,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
386,34.6,-117.9,AMT006,BEA160,060379100011095,0.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.6,-117.9,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
387,34.6,-117.8,AMT006,BEA160,060379001021587,6.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.6,-117.8,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
388,34.6,-117.5,AMT006,BEA160,060710091171006,23.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.6,-117.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
389,34.6,-117.4,AMT006,BEA160,060719802001150,10.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.6,-117.4,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
390,34.6,-117.3,AMT006,BEA160,060710117001340,11.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.6,-117.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
391,34.6,-117.2,AMT006,BEA160,060710121011083,3.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.6,-117.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
392,34.6,-117.1,AMT006,BEA160,060710121042047,15.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.6,-117.1,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
393,34.6,-114.9,AMT006,BEA160,060710251001197,0.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.6,-114.9,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
394,34.7,-120.6,AMT006,BEA160,060830026061013,0.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.7,-120.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
395,34.7,-120.5,AMT006,BEA160,060830026061280,0.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.7,-120.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
396,34.7,-120.4,AMT006,BEA160,060830028091041,173.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.7,-120.4,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
397,34.7,-120.3,AMT006,BEA160,060830028091050,87.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.7,-120.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
398,34.7,-120.1,AMT006,BEA160,060830019051081,3.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.7,-120.1,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
399,34.7,-120.0,AMT006,BEA160,060830019051008,111.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.7,-120.0,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
400,34.7,-119.3,AMT006,BEA160,061110001001067,58.0,BTA262,CMA073,06111,Ventura,EAG006,IVM073,34.7,-119.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
401,34.7,-118.6,AMT006,BEA160,060379201023007,9.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.7,-118.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
402,34.7,-118.4,AMT006,BEA160,060379012091544,10.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.7,-118.4,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
403,34.7,-118.3,AMT006,BEA160,060379012054023,28.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.7,-118.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
404,34.7,-118.2,AMT006,BEA160,060379010043001,546.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.7,-118.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
405,34.7,-118.1,AMT006,BEA160,060379006091014,610.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.7,-118.1,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
406,34.7,-118.0,AMT006,BEA160,060379002011160,7.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.7,-118.0,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
407,34.7,-117.8,AMT006,BEA160,060379001021777,2.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.7,-117.8,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
408,34.7,-117.5,AMT006,BEA160,060710091172153,8.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.7,-117.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
409,34.7,-117.3,AMT006,BEA160,060710117001198,3.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.7,-117.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
410,34.7,-116.9,AMT006,BEA160,060710121041229,13.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.7,-116.9,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
411,34.8,-120.4,AMT006,BEA160,060830020061201,28.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.8,-120.4,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
412,34.8,-120.2,AMT006,BEA160,060830019011021,30.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.8,-120.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
413,34.8,-119.7,AMT006,BEA160,060830018001154,0.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.8,-119.7,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
414,34.8,-119.2,AMT006,BEA160,061110001001067,58.0,BTA262,CMA073,06111,Ventura,EAG006,IVM073,34.8,-119.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
415,34.8,-119.0,AMT006,BEA160,061110001001421,1.0,BTA262,CMA073,06111,Ventura,EAG006,IVM073,34.8,-119.0,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
416,34.8,-118.9,AMT006,BEA160,060290033051006,9.0,BTA028,CMA097,06029,Kern,EAG006,IVM097,34.8,-118.9,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
417,34.8,-118.3,AMT006,BEA160,060379009001058,9.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.8,-118.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
418,34.8,-118.2,AMT006,BEA160,060379009002037,3.0,BTA262,CMA002,06037,Los Angeles,EAG006,IVM002,34.8,-118.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
419,34.8,-117.5,AMT006,BEA160,060710116003432,1.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.8,-117.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
420,34.8,-117.2,AMT006,BEA160,060710118002065,48.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.8,-117.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
421,34.8,-117.1,AMT006,BEA160,060710117001001,22.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.8,-117.1,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
422,34.8,-117.0,AMT006,BEA160,060710121041081,2.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.8,-117.0,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
423,34.8,-116.5,AMT006,BEA160,060710103002364,3.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.8,-116.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
424,34.8,-114.6,AMT006,BEA160,060710107002026,13.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.8,-114.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
425,34.9,-120.6,AMT006,BEA160,060830025023159,17.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.9,-120.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
426,34.9,-120.5,AMT006,BEA160,060830025023137,23.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.9,-120.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
427,34.9,-120.4,AMT006,BEA160,060830020062039,83.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.9,-120.4,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
428,34.9,-120.3,AMT006,BEA160,060830020061036,12.0,BTA406,CMA124,06083,Santa Barbara,EAG006,IVM124,34.9,-120.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
429,34.9,-118.3,AMT006,BEA160,060290055061027,9.0,BTA028,CMA097,06029,Kern,EAG006,IVM097,34.9,-118.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
430,34.9,-118.2,AMT006,BEA160,060290055062630,7.0,BTA028,CMA097,06029,Kern,EAG006,IVM097,34.9,-118.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
431,34.9,-117.2,AMT006,BEA160,060710119001118,3.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.9,-117.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
432,34.9,-117.1,AMT006,BEA160,060710119002074,33.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.9,-117.1,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
433,34.9,-117.0,AMT006,BEA160,060710094002017,165.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.9,-117.0,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
434,34.9,-116.7,AMT006,BEA160,060710103003008,39.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.9,-116.7,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
435,34.9,-115.5,AMT006,BEA160,060710103001770,0.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,34.9,-115.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
436,34.9,-114.6,AMT010,BEA153,040159550003019,17.0,BTA245,CMA318,04015,Mohave,EAG006,IVM318,34.9,-114.6,MEA044,MTA002,PEA026,REA006,RPC005,AZ,04,Arizona,VPC036
437,35.0,-120.6,AMT006,BEA160,060790123041150,6.0,BTA405,CMA340,06079,San Luis Obispo,EAG006,IVM340,35.0,-120.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
438,35.0,-120.5,AMT006,BEA160,060790123041180,5.0,BTA405,CMA340,06079,San Luis Obispo,EAG006,IVM340,35.0,-120.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
439,35.0,-120.4,AMT006,BEA160,060790123023163,26.0,BTA405,CMA340,06079,San Luis Obispo,EAG006,IVM340,35.0,-120.4,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
440,35.0,-119.2,AMT006,BEA160,060290033061442,0.0,BTA028,CMA097,06029,Kern,EAG006,IVM097,35.0,-119.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
441,35.0,-118.6,AMT006,BEA160,060290060073225,12.0,BTA028,CMA097,06029,Kern,EAG006,IVM097,35.0,-118.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
442,35.0,-118.2,AMT006,BEA160,060290065003622,1.0,BTA028,CMA097,06029,Kern,EAG006,IVM097,35.0,-118.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
443,35.0,-118.0,AMT006,BEA160,060290065003860,12.0,BTA028,CMA097,06029,Kern,EAG006,IVM097,35.0,-118.0,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
444,35.0,-117.8,AMT006,BEA160,060290057001186,0.0,BTA028,CMA097,06029,Kern,EAG006,IVM097,35.0,-117.8,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
445,35.0,-117.7,AMT006,BEA160,060290056002038,0.0,BTA028,CMA097,06029,Kern,EAG006,IVM097,35.0,-117.7,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
446,35.0,-117.6,AMT006,BEA160,060710116001788,2.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,35.0,-117.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
447,35.0,-117.1,AMT006,BEA160,060710119003001,10.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,35.0,-117.1,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
448,35.0,-116.8,AMT006,BEA160,060710116001108,26.0,BTA262,CMA002,06071,San Bernardino,EAG006,IVM002,35.0,-116.8,MEA044,MTA002,PEA002,REA006,RPC005,CA,06,California,VPC006
449,35.1,-120.7,,,,,,,,,,,35.1,-120.7,,,,,,,,,
