,Unnamed: 0,latitude,longitude,amt,bea,block_fips,block_pop_2015,bta,cma,county_fips,county_name,eag,ivm,latitude.1,longitude.1,mea,mta,pea,rea,rpc,state_code,state_fips,state_name,vpc
427,427,34.9,-120.4,AMT006,BEA160,60830020062039.0,83.0,BTA406,CMA124,6083.0,Santa Barbara,EAG006,IVM124,34.9,-120.4,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
428,428,34.9,-120.3,AMT006,BEA160,60830020061036.0,12.0,BTA406,CMA124,6083.0,Santa Barbara,EAG006,IVM124,34.9,-120.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
429,429,34.9,-118.3,AMT006,BEA160,60290055061027.0,9.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,34.9,-118.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
430,430,34.9,-118.2,AMT006,BEA160,60290055062630.0,7.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,34.9,-118.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
431,431,34.9,-117.2,AMT006,BEA160,60710119001118.0,3.0,BTA262,CMA002,6071.0,San Bernardino,EAG006,IVM002,34.9,-117.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
432,432,34.9,-117.1,AMT006,BEA160,60710119002074.0,33.0,BTA262,CMA002,6071.0,San Bernardino,EAG006,IVM002,34.9,-117.1,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
433,433,34.9,-117.0,AMT006,BEA160,60710094002017.0,165.0,BTA262,CMA002,6071.0,San Bernardino,EAG006,IVM002,34.9,-117.0,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
434,434,34.9,-116.7,AMT006,BEA160,60710103003008.0,39.0,BTA262,CMA002,6071.0,San Bernardino,EAG006,IVM002,34.9,-116.7,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
435,435,34.9,-115.5,AMT006,BEA160,60710103001770.0,0.0,BTA262,CMA002,6071.0,San Bernardino,EAG006,IVM002,34.9,-115.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
436,436,34.9,-114.6,AMT010,BEA153,40159550003019.0,17.0,BTA245,CMA318,4015.0,Mohave,EAG006,IVM318,34.9,-114.6,MEA044,MTA002,PEA026,REA006,RPC005,AZ,4.0,Arizona,VPC036
437,437,35.0,-120.6,AMT006,BEA160,60790123041150.0,6.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.0,-120.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
438,438,35.0,-120.5,AMT006,BEA160,60790123041180.0,5.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.0,-120.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
439,439,35.0,-120.4,AMT006,BEA160,60790123023163.0,26.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.0,-120.4,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
440,440,35.0,-119.2,AMT006,BEA160,60290033061442.0,0.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.0,-119.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
441,441,35.0,-118.6,AMT006,BEA160,60290060073225.0,12.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.0,-118.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
442,442,35.0,-118.2,AMT006,BEA160,60290065003622.0,1.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.0,-118.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
443,443,35.0,-118.0,AMT006,BEA160,60290065003860.0,12.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.0,-118.0,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
444,444,35.0,-117.8,AMT006,BEA160,60290057001186.0,0.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.0,-117.8,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
445,445,35.0,-117.7,AMT006,BEA160,60290056002038.0,0.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.0,-117.7,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
446,446,35.0,-117.6,AMT006,BEA160,60710116001788.0,2.0,BTA262,CMA002,6071.0,San Bernardino,EAG006,IVM002,35.0,-117.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
447,447,35.0,-117.1,AMT006,BEA160,60710119003001.0,10.0,BTA262,CMA002,6071.0,San Bernardino,EAG006,IVM002,35.0,-117.1,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
448,448,35.0,-116.8,AMT006,BEA160,60710116001108.0,26.0,BTA262,CMA002,6071.0,San Bernardino,EAG006,IVM002,35.0,-116.8,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
450,450,35.1,-120.6,AMT006,BEA160,60790122003000.0,253.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.1,-120.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
451,451,35.1,-120.5,AMT006,BEA160,60790123023125.0,17.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.1,-120.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
452,452,35.1,-120.3,AMT006,BEA160,60790123023188.0,14.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.1,-120.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
453,453,35.1,-119.5,AMT006,BEA160,60290033031166.0,0.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.1,-119.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
454,454,35.1,-119.4,AMT006,BEA160,60290033031307.0,0.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.1,-119.4,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
455,455,35.1,-118.9,AMT006,BEA160,60290062021429.0,2.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.1,-118.9,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
456,456,35.1,-118.6,AMT006,BEA160,60290060072122.0,12.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.1,-118.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
457,457,35.1,-118.5,AMT006,BEA160,60290060073152.0,314.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.1,-118.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
458,458,35.1,-118.4,AMT006,BEA160,60290060073086.0,23.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.1,-118.4,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
459,459,35.1,-118.2,AMT006,BEA160,60290060073005.0,8.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.1,-118.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
460,460,35.1,-118.0,AMT006,BEA160,60290055083173.0,0.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.1,-118.0,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
461,461,35.1,-117.3,AMT006,BEA160,60710116001373.0,16.0,BTA262,CMA002,6071.0,San Bernardino,EAG006,IVM002,35.1,-117.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
462,462,35.2,-120.8,AMT006,BEA160,60790116003093.0,5.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.2,-120.8,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
463,463,35.2,-120.7,AMT006,BEA160,60790116003058.0,72.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.2,-120.7,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
464,464,35.2,-120.6,AMT006,BEA160,60790123021001.0,29.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.2,-120.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
465,465,35.2,-120.5,AMT006,BEA160,60790115041074.0,24.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.2,-120.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
466,466,35.2,-120.4,AMT006,BEA160,60790123022000.0,39.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.2,-120.4,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
467,467,35.2,-119.9,AMT006,BEA160,60790127021645.0,5.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.2,-119.9,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
468,468,35.2,-119.5,AMT006,BEA160,60290033042853.0,4.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.2,-119.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
469,469,35.2,-119.4,AMT006,BEA160,60290033041100.0,7.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.2,-119.4,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
470,470,35.2,-119.1,AMT006,BEA160,60290032041340.0,23.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.2,-119.1,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
471,471,35.2,-119.0,AMT006,BEA160,60290062021276.0,2.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.2,-119.0,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
472,472,35.2,-118.9,AMT006,BEA160,60290062021260.0,5.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.2,-118.9,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
473,473,35.2,-118.8,AMT006,BEA160,60290060073260.0,12.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.2,-118.8,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
474,474,35.2,-118.7,AMT006,BEA160,60290060081103.0,2.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.2,-118.7,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
475,475,35.2,-118.5,AMT006,BEA160,60290060041185.0,2.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.2,-118.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
476,476,35.2,-118.0,AMT006,BEA160,60290065002978.0,8.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.2,-118.0,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
477,477,35.2,-117.8,AMT006,BEA160,60290065002424.0,2.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.2,-117.8,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
478,478,35.2,-115.8,AMT006,BEA160,60710103001416.0,0.0,BTA262,CMA002,6071.0,San Bernardino,EAG006,IVM002,35.2,-115.8,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
479,479,35.3,-120.9,AMT006,BEA160,60799900000038.0,0.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.3,-120.9,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
480,480,35.3,-120.8,AMT006,BEA160,60790130002129.0,121.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.3,-120.8,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
481,481,35.3,-120.7,AMT006,BEA160,60790112002017.0,29.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.3,-120.7,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
482,482,35.3,-120.6,AMT006,BEA160,60790115041021.0,6.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.3,-120.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
483,483,35.3,-119.5,AMT006,BEA160,60290033042344.0,31.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.3,-119.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
484,484,35.3,-119.1,AMT006,BEA160,60290031232008.0,1.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.3,-119.1,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
485,485,35.3,-119.0,AMT006,BEA160,60290031032015.0,121.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.3,-119.0,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
486,486,35.3,-118.9,AMT006,BEA160,60290062011008.0,24.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.3,-118.9,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
487,487,35.3,-118.8,AMT006,BEA160,60290062021090.0,3.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.3,-118.8,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
488,488,35.3,-118.3,AMT006,BEA160,60290060041106.0,3.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.3,-118.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
490,490,35.4,-120.9,AMT006,BEA160,60799900000024.0,0.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.4,-120.9,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
491,491,35.4,-120.8,AMT006,BEA160,60790130002016.0,16.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.4,-120.8,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
492,492,35.4,-120.6,AMT006,BEA160,60790127023012.0,1.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.4,-120.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
493,493,35.4,-120.5,AMT006,BEA160,60790127022020.0,5.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.4,-120.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
494,494,35.4,-119.5,AMT006,BEA160,60290037002274.0,21.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.4,-119.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
495,495,35.4,-119.4,AMT006,BEA160,60290037002314.0,0.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.4,-119.4,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
496,496,35.4,-119.2,AMT006,BEA160,60290038031153.0,3.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.4,-119.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
497,497,35.4,-119.1,AMT006,BEA160,60290038061042.0,71.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.4,-119.1,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
498,498,35.4,-119.0,AMT006,BEA160,60290007003011.0,2.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.4,-119.0,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
499,499,35.4,-118.9,AMT006,BEA160,60290009103038.0,38.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.4,-118.9,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
500,500,35.4,-117.8,AMT006,BEA160,60290065002013.0,12.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.4,-117.8,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
501,501,35.4,-116.6,AMT006,BEA160,60710250001028.0,0.0,BTA262,CMA002,6071.0,San Bernardino,EAG006,IVM002,35.4,-116.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
502,502,35.5,-121.1,AMT006,BEA160,60799900000010.0,0.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.5,-121.1,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
503,503,35.5,-120.8,AMT006,BEA160,60790127041069.0,6.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.5,-120.8,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
504,504,35.5,-120.7,AMT006,BEA160,60790127042020.0,72.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.5,-120.7,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
505,505,35.5,-120.6,AMT006,BEA160,60790129001095.0,227.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.5,-120.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
506,506,35.5,-119.4,AMT006,BEA160,60290042001028.0,1.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.5,-119.4,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
507,507,35.5,-119.3,AMT006,BEA160,60290040001077.0,17.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.5,-119.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
508,508,35.5,-119.2,AMT006,BEA160,60290039001310.0,4.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.5,-119.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
509,509,35.5,-118.9,AMT006,BEA160,60290052011857.0,8.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.5,-118.9,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
510,510,35.5,-118.6,AMT006,BEA160,60290052041291.0,7.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.5,-118.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
511,511,35.5,-118.2,AMT006,BEA160,60290052032079.0,24.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.5,-118.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
512,512,35.5,-117.8,AMT006,BEA160,60290055016265.0,2.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.5,-117.8,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
513,513,35.5,-117.3,AMT006,BEA160,60710089012536.0,0.0,BTA262,CMA002,6071.0,San Bernardino,EAG006,IVM002,35.5,-117.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
514,514,35.6,-121.1,AMT006,BEA160,60790130001133.0,13.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.6,-121.1,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
515,515,35.6,-120.7,AMT006,BEA160,60790100161151.0,101.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.6,-120.7,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
516,516,35.6,-120.6,AMT006,BEA160,60790103001044.0,44.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.6,-120.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
517,517,35.6,-120.3,AMT006,BEA160,60790103002056.0,13.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.6,-120.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
518,518,35.6,-119.8,AMT006,BEA160,60290045002401.0,2.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.6,-119.8,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
519,519,35.6,-119.7,AMT006,BEA160,60290045001065.0,0.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.6,-119.7,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
520,520,35.6,-119.4,AMT006,BEA160,60290043011057.0,7.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.6,-119.4,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
521,521,35.6,-119.3,AMT006,BEA160,60290043011006.0,1.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.6,-119.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
522,522,35.6,-119.2,AMT006,BEA160,60290046041329.0,0.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.6,-119.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
523,523,35.6,-118.9,AMT006,BEA160,60290052011547.0,7.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.6,-118.9,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
524,524,35.6,-118.5,AMT006,BEA160,60290052041128.0,0.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.6,-118.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
525,525,35.6,-118.4,AMT006,BEA160,60290052034019.0,202.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.6,-118.4,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
526,526,35.6,-118.3,AMT006,BEA160,60290052032039.0,94.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.6,-118.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
527,527,35.6,-117.8,AMT006,BEA160,60290055016213.0,3.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.6,-117.8,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
528,528,35.6,-117.7,AMT006,BEA160,60290054034055.0,49.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.6,-117.7,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
529,529,35.6,-117.6,AMT006,BEA160,60710089012319.0,0.0,BTA262,CMA002,6071.0,San Bernardino,EAG006,IVM002,35.6,-117.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
530,530,35.6,-115.9,AMT006,BEA160,60710103001034.0,14.0,BTA262,CMA002,6071.0,San Bernardino,EAG006,IVM002,35.6,-115.9,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
531,531,35.7,-120.9,AMT006,BEA160,60790100023013.0,42.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.7,-120.9,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
532,532,35.7,-120.5,AMT006,BEA160,60790103004217.0,3.0,BTA405,CMA340,6079.0,San Luis Obispo,EAG006,IVM340,35.7,-120.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
533,533,35.7,-119.2,AMT006,BEA160,60290046041053.0,0.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.7,-119.2,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
534,534,35.7,-118.6,AMT006,BEA160,60290052011237.0,0.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.7,-118.6,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
535,535,35.7,-118.5,AMT006,BEA160,60290052013070.0,112.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.7,-118.5,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
536,536,35.7,-118.3,AMT006,BEA160,60290052016000.0,95.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.7,-118.3,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
537,537,35.7,-118.1,AMT006,BEA160,60290052012030.0,110.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.7,-118.1,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
538,538,35.7,-117.9,AMT006,BEA160,60290055015186.0,0.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.7,-117.9,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
539,539,35.7,-117.7,AMT006,BEA160,60290053001121.0,0.0,BTA028,CMA097,6029.0,Kern,EAG006,IVM097,35.7,-117.7,MEA044,MTA002,PEA002,REA006,RPC005,CA,6.0,California,VPC006
540,540,35.8,-120.9,AMT006,BEA163,60530114002647.0,4.0,BTA397,CMA126,6053.0,Monterey,EAG006,IVM126,35.8,-120.9,MEA043,MTA004,PEA004,REA006,RPC005,CA,6.0,California,VPC006
541,541,35.8,-120.7,AMT006,BEA163,60530114001918.0,37.0,BTA397,CMA126,6053.0,Monterey,EAG006,IVM126,35.8,-120.7,MEA043,MTA004,PEA004,REA006,RPC005,CA,6.0,California,VPC006
542,542,35.8,-119.3,AMT006,BEA162,61070043002100.0,44.0,BTA458,CMA150,6107.0,Tulare,EAG006,IVM150,35.8,-119.3,MEA043,MTA004,PEA034,REA006,RPC005,CA,6.0,California,VPC006
543,543,35.8,-119.2,AMT006,BEA162,61070043003225.0,1.0,BTA458,CMA150,6107.0,Tulare,EAG006,IVM150,35.8,-119.2,MEA043,MTA004,PEA034,REA006,RPC005,CA,6.0,California,VPC006
544,544,35.8,-119.1,AMT006,BEA162,61070043004001.0,1.0,BTA458,CMA150,6107.0,Tulare,EAG006,IVM150,35.8,-119.1,MEA043,MTA004,PEA034,REA006,RPC005,CA,6.0,California,VPC006
545,545,35.8,-118.7,AMT006,BEA162,61070027005281.0,8.0,BTA458,CMA150,6107.0,Tulare,EAG006,IVM150,35.8,-118.7,MEA043,MTA004,PEA034,REA006,RPC005,CA,6.0,California,VPC006
546,546,35.8,-118.4,AMT006,BEA162,61070027005133.0,9.0,BTA458,CMA150,6107.0,Tulare,EAG006,IVM150,35.8,-118.4,MEA043,MTA004,PEA034,REA006,RPC005,CA,6.0,California,VPC006
547,547,35.9,-121.0,AMT006,BEA163,60530114002295.0,193.0,BTA397,CMA126,6053.0,Monterey,EAG006,IVM126,35.9,-121.0,MEA043,MTA004,PEA004,REA006,RPC005,CA,6.0,California,VPC006
548,548,35.9,-120.5,AMT006,BEA163,60530114001502.0,40.0,BTA397,CMA126,6053.0,Monterey,EAG006,IVM126,35.9,-120.5,MEA043,MTA004,PEA004,REA006,RPC005,CA,6.0,California,VPC006
549,549,35.9,-120.1,AMT006,BEA162,60310017015532.0,0.0,BTA458,CMA347,6031.0,Kings,EAG006,IVM347,35.9,-120.1,MEA043,MTA004,PEA034,REA006,RPC005,CA,6.0,California,VPC006
550,550,35.9,-120.0,AMT006,BEA162,60310017015374.0,0.0,BTA458,CMA347,6031.0,Kings,EAG006,IVM347,35.9,-120.0,MEA043,MTA004,PEA034,REA006,RPC005,CA,6.0,California,VPC006
551,551,35.9,-119.5,AMT006,BEA162,61070043001049.0,37.0,BTA458,CMA150,6107.0,Tulare,EAG006,IVM150,35.9,-119.5,MEA043,MTA004,PEA034,REA006,RPC005,CA,6.0,California,VPC006
